group_num	term	label
1082	86403-3	LT RF Guidance for placement of catheter in Fallopian tube
1083	65799-9	LT RF Kidney - bilateral Single view for cyst
1083	65800-5	LT RF Kidney - left Single view for cyst
1083	65801-3	LT RF Kidney - right Single view for cyst
1084	67851-6	LT Admission evaluation note
1084	67852-4	LT Hospital Admission evaluation note
1084	84075-1	LT Intensive care unit Admission evaluation note
1084	84387-0	LT Observation unit Admission evaluation note
1085	67856-5	LT Nursing facility History and physical note
1085	85179-0	LT Custodial care facility History and physical note
1085	85196-4	LT Long term care facility History and physical note
1086	67860-7	LT Postoperative evaluation and management note
1086	68610-5	LT Hospital Postoperative evaluation and management note
1087	68469-6	LT Pastoral care Hospital Consult note
1087	84349-0	LT Pastoral care Consult note
1088	68470-4	LT Respiratory therapy Hospital Initial evaluation note
1088	78728-3	LT Respiratory therapy Initial evaluation note
1089	68471-2	LT Cardiology Hospital Admission evaluation note
1089	83522-3	LT Cardiology Intensive care unit Admission evaluation note
1090	68474-6	LT Physician Hospital Restraint note
1090	85873-8	LT Physician Restraint note
1091	68476-1	LT Nurse Hospital Restraint note
1091	85848-0	LT Nurse Restraint note
1092	68477-9	LT Nurse Hospital Education note
1092	75446-5	LT Nurse Education note
1093	68587-5	LT Pharmacology Hospital Medication management note
1093	75468-9	LT Pharmacology Medication management note
1093	85166-7	LT Pharmacology Outpatient Medication management note
1093	94595-6	LT Pharmacology Telehealth Medication management note
1094	68593-3	LT Plastic surgery Letter
1094	68598-2	LT Plastic surgery Hospital Letter
1095	68599-0	LT Psychiatry History and physical note
1095	83886-2	LT Psychiatry Hospital History and physical note
1096	68602-2	LT Radiation oncology Summary note
1096	68603-0	LT Radiation oncology Hospital Summary note
1097	68605-5	LT Recreational therapy Hospital Education note
1097	83923-3	LT Recreational therapy Education note
1098	68608-9	LT Summary note
1098	75498-6	LT Telehealth Summary note
1098	96335-5	LT Emergency department Summary note
1098	96339-7	LT Hospital Summary note
1098	96345-4	LT Outpatient Summary note
1099	68615-4	LT Adolescent medicine Note
1099	89878-3	LT Adolescent medicine Outpatient Note
1099	89887-4	LT Adolescent medicine Telehealth Note
1100	68619-6	LT Adolescent medicine Hospital Consult note
1100	90709-7	LT Adolescent medicine Consult note
1101	68624-6	LT Heart failure+Transplant cardiology Hospital Letter
1101	93956-1	LT Heart failure+Transplant cardiology Letter
1102	68629-5	LT Allergy and Immunology Note
1102	84057-9	LT Allergy and Immunology Outpatient Note
1102	89895-7	LT Allergy and Immunology Telehealth Note
1103	68633-7	LT Allergy and Immunology Hospital Consult note
1103	77429-9	LT Allergy and Immunology Consult note
1104	68635-2	LT Audiology Diagnostic study note
1104	68640-2	LT Audiology Hospital Diagnostic study note
1105	68639-4	LT Audiology Hospital Consult note
1105	75424-2	LT Audiology Consult note
1106	68656-8	LT Clinical genetics Note
1106	89877-5	LT Clinical genetics Outpatient Note
1106	89893-2	LT Clinical genetics Telehealth Note
1107	68661-8	LT Clinical genetics Hospital Consult note
1107	78254-0	LT Clinical genetics Consult note
1108	68666-7	LT Developmental-behavioral pediatrics Note
1108	89881-7	LT Developmental-behavioral pediatrics Outpatient Note
1108	89896-5	LT Developmental-behavioral pediatrics Telehealth Note
1109	68670-9	LT Developmental-behavioral pediatrics Hospital Consult note
1109	90710-5	LT Developmental-behavioral pediatrics Consult note
1110	68677-4	LT Multi-specialty program Note
1110	84404-3	LT Multi-specialty program Telephone encounter Note
1110	85888-6	LT Multi-specialty program Telehealth Note
1111	68681-6	LT Multi-specialty program Hospital Consult note
1111	78252-4	LT Multi-specialty program Consult note
1112	68684-0	LT Neonatal perinatal medicine Letter
1112	68686-5	LT Neonatal perinatal medicine Hospital Letter
1113	68685-7	LT Neonatal perinatal medicine Hospital Consult note
1113	78405-8	LT Neonatal perinatal medicine Consult note
1114	68696-4	LT Neurology with special qualifications in child neurology Diagnostic study note
1114	68706-1	LT Neurology with special qualifications in child neurology Hospital Diagnostic study note
1115	68714-5	LT Pain medicine procedure note
1115	83651-0	LT Pain medicine Outpatient procedure note
1116	68716-0	LT Pain medicine Hospital Consult note
1116	78567-5	LT Pain medicine Consult note
1116	90714-7	LT Pain medicine Telehealth Consult note
1117	68778-0	LT Pediatric pulmonology Diagnostic study note
1117	68788-9	LT Pediatric pulmonology Hospital Diagnostic study note
1118	68815-0	LT Pediatrics Discharge summary
1118	68823-4	LT Pediatrics Hospital Discharge summary
1119	68817-6	LT Pediatrics History and physical note
1119	68825-9	LT Pediatrics Hospital History and physical note
1120	68818-4	LT Pediatrics Note
1120	68827-5	LT Pediatrics Hospital Note
1120	89879-1	LT Pediatrics Outpatient Note
1120	89888-2	LT Pediatrics Telehealth Note
1121	68819-2	LT Pediatrics Preoperative evaluation and management note
1121	68828-3	LT Pediatrics Hospital Preoperative evaluation and management note
1122	68820-0	LT Pediatrics procedure note
1122	68829-1	LT Pediatrics Hospital procedure note
1123	68822-6	LT Pediatrics Hospital Diagnostic study note
1123	93963-7	LT Pediatrics Diagnostic study note
1124	68831-7	LT Primary care Discharge summary
1124	84132-0	LT Primary care Patient's home Discharge summary
1125	68834-1	LT Primary care Note
1125	75489-5	LT Primary care Telephone encounter Note
1125	83874-8	LT Primary care Custodial care facility Note
1125	83878-9	LT Primary care Urgent care center Note
1125	84134-6	LT Primary care Patient's home Note
1126	68837-4	LT Primary care Hospital Consult note
1126	83873-0	LT Primary care Consult note
1126	84131-2	LT Primary care Patient's home Consult note
1127	68838-2	LT Primary care Hospital Letter
1127	75487-9	LT Primary care Letter
1128	68839-0	LT Research Note
1128	83937-3	LT Research Outpatient Note
1128	83939-9	LT Research Telephone encounter Note
1129	68846-5	LT Speech-language pathology Hospital Consult note
1129	83984-5	LT Speech-language pathology Consult note
1130	68848-1	LT Transplant surgery Note
1130	84036-3	LT Transplant surgery Outpatient Note
1130	84037-1	LT Transplant surgery Telephone encounter Note
1131	68852-3	LT Transplant surgery Hospital Consult note
1131	84035-5	LT Transplant surgery Consult note
1132	68866-3	LT Pediatric nephrology Letter
1132	68870-5	LT Pediatric nephrology Hospital Letter
1133	68883-8	LT Pediatrics Transfer summary note
1133	68884-6	LT Pediatrics Hospital Transfer summary note
1134	69068-5	LT MG Guidance for needle localization of Breast - bilateral
1134	86357-1	LT MG Guidance for needle localization of Breast - left
1134	86358-9	LT MG Guidance for needle localization of Breast - right
1135	69076-8	LT RF guidance for percutaneous biopsy of Bone
1135	69226-9	LT RF Guidance for biopsy of Muscle
1135	75669-2	LT RF Guidance for biopsy of Bone marrow
1135	75750-0	LT RF Guidance for biopsy of Intervertebral disc
1136	69123-8	LT RF Guidance for drainage of abscess and placement of chest tube of Pleural space
1136	75747-6	LT RF Guidance for drainage of abscess and placement of chest tube of Pleural space - bilateral
1136	75751-8	LT RF Guidance for drainage of abscess and placement of chest tube of Pleural space - left
1136	75817-7	LT RF Guidance for drainage of abscess and placement of chest tube of Pleural space - right
1137	69152-7	LT XR Patella - left Single view
1137	69311-9	LT XR Calcaneus - left Single view
1138	69167-5	LT MR Breast - bilateral for implant W contrast IV
1138	69190-7	LT MR Breast for implant W contrast IV
1139	69169-1	LT MR Guidance for biopsy of Breast - bilateral
1139	69203-8	LT MR Guidance for biopsy of Breast - left
1139	69213-7	LT MR Guidance for biopsy of Breast - right
1140	69207-9	LT MR Hip - left Arthrogram WO and W contrast
1140	69208-7	LT MR Shoulder - left Arthrogram WO and W contrast
1140	69217-8	LT MR Hip - right Arthrogram WO and W contrast
1140	69218-6	LT MR Shoulder - right Arthrogram WO and W contrast
1141	69278-0	LT US Guidance for fluid aspiration of Breast - bilateral
1141	69292-1	LT US Guidance for fluid aspiration of Breast - left
1141	69296-2	LT US Guidance for fluid aspiration of Breast - right
1142	69293-9	LT US Extremity artery - left
1142	69297-0	LT US Extremity artery - right
1143	69304-4	LT XR Wrist Ulnar deviation Views
1143	98349-4	LT XR Wrist - bilateral Ulnar deviation Views
1144	69385-3	LT US Lower extremity veins - bilateral
1144	69392-9	LT US Lower extremity veins - left
1145	69395-2	LT US Upper extremity veins
1145	80895-6	LT US Upper extremity veins - bilateral
1146	70006-2	LT Medication management note
1146	85471-1	LT Hospital Medication management note
1147	70915-4	LT US Guidance for aspiration of CSF of Cervical spine
1147	70916-2	LT US Guidance for aspiration of CSF of Lumbar spine
1148	70923-8	LT RF Guidance for percutaneous vertebroplasty of Cervical spine
1148	70924-6	LT RF Guidance for percutaneous vertebroplasty of Lumbar spine
1149	72137-3	LT DBT Breast - right diagnostic
1149	72138-1	LT DBT Breast - left diagnostic
1149	72139-9	LT DBT Breast - bilateral diagnostic
1150	72239-7	LT MR Toes - right WO contrast
1150	72242-1	LT MR Toes - left WO contrast
1151	72247-0	LT MR Abdomen and Pelvis W contrast PO and WO contrast IV
1151	80501-0	LT MR Small bowel W contrast PO and WO contrast IV
1152	72531-7	LT CT Colon and Rectum W contrast IV and W air contrast PR
1152	82688-3	LT CT Colon and Rectum WO and W contrast IV and W air contrast PR
1153	72532-5	LT US Guidance for ambulatory phlebectomy of Extremity vein - right
1153	72533-3	LT US Guidance for ambulatory phlebectomy of Extremity vein - left
1154	72534-1	LT US Guidance for laser ablation of Extremity vein - right
1154	72535-8	LT US Guidance for laser ablation of Extremity vein - left
1155	72537-4	LT US Guidance for vascular sclerotherapy of Extremity vein - bilateral
1155	72644-8	LT US Guidance for vascular sclerotherapy of Extremity vein - right
1155	72645-5	LT US Guidance for vascular sclerotherapy of Extremity vein - left
1156	72539-0	LT RF Guidance for denervation of Peripheral nerve
1156	72540-8	LT RF Guidance for denervation of Spine facet joint
1157	72541-6	LT RF Guidance for denervation of Spine Cervical Facet Joint
1157	72542-4	LT RF Guidance for denervation of Lumbar Spine Facet Joint
1158	75426-7	LT Cardiology procedure note
1158	83525-6	LT Cardiology Intensive care unit procedure note
1159	75430-9	LT Obesity medicine Note
1159	85472-9	LT Obesity medicine Telephone encounter Note
1159	96341-3	LT Obesity medicine Outpatient Note
1160	75434-1	LT Internal medicine Hospital Note
1160	75435-8	LT Internal medicine Note
1160	75436-6	LT Internal medicine Outpatient Note
1160	85241-8	LT Internal medicine Intensive care unit Note
1160	85252-5	LT Internal medicine Telephone encounter Note
1161	75437-4	LT Licensed practical nurse Note
1161	84188-2	LT Licensed practical nurse Long term care facility Note
1161	84189-0	LT Licensed practical nurse Outpatient Note
1162	75448-1	LT Nurse Flowsheet
1162	84243-5	LT Nurse Intensive care unit Flowsheet
1163	75451-5	LT Nurse Long term care facility Note
1163	84246-8	LT Nurse Custodial care facility Note
1164	75452-3	LT Nurse Medication management note
1164	84267-4	LT Nurse Outpatient Medication management note
1165	75454-9	LT Nurse practitioner Note
1165	83553-8	LT Nurse practitioner Patient's home Note
1165	83554-6	LT Nurse practitioner Hospital Note
1165	83555-3	LT Nurse practitioner Long term care facility Note
1165	83556-1	LT Nurse practitioner Outpatient Note
1165	83557-9	LT Nurse practitioner Telephone encounter Note
1166	75457-2	LT Nurse Telephone encounter Triage note
1166	75458-0	LT Nurse Triage note
1166	84249-2	LT Nurse Emergency department Triage note
1166	84269-0	LT Nurse Outpatient Triage note
1166	84276-5	LT Nurse Urgent care center Triage note
1167	75459-8	LT Mental health Nurse Note
1167	83629-6	LT Mental health Nurse Custodial care facility Note
1167	83631-2	LT Mental health Nurse Hospital Note
1167	83632-0	LT Mental health Nurse Long term care facility Note
1167	83634-6	LT Mental health Nurse Outpatient Note
1168	75461-4	LT Primary care Nurse Note
1168	83625-4	LT Primary care Nurse Patient's home Note
1169	75466-3	LT Orthotics prosthetics Note
1169	84369-8	LT Orthotics prosthetics Telephone encounter Note
1169	84370-6	LT Orthotics prosthetics Outpatient Note
1170	75467-1	LT Pharmacology Evaluation and management of anticoagulation note
1170	85164-2	LT Pharmacology Outpatient Evaluation and management of anticoagulation note
1171	75471-3	LT Attending Note
1171	83817-7	LT Attending Intensive care unit Note
1171	83818-5	LT Attending Emergency department Note
1171	83821-9	LT Attending Outpatient Note
1171	83822-7	LT Attending Hospital Note
1172	75472-1	LT Internal medicine Attending Note
1172	85218-6	LT Internal medicine Attending Hospital Note
1172	85235-0	LT Internal medicine Attending Intensive care unit Note
1173	75473-9	LT Primary care Attending Note
1173	83703-9	LT Primary care Attending Patient's home Note
1174	75474-7	LT Psychiatry Attending Note
1174	83669-2	LT Psychiatry Attending Hospital Note
1175	75482-0	LT Preventive medicine Note
1175	75483-8	LT Preventive medicine Outpatient Note
1176	75488-7	LT Primary care Medication management note
1176	84133-8	LT Primary care Patient's home Medication management note
1177	75490-3	LT Radiology Note
1177	85263-2	LT Radiology Telephone encounter Note
1177	96348-8	LT Radiology Outpatient Note
1178	75491-1	LT Registered nurse Note
1178	83952-2	LT Registered nurse Hospital Note
1179	75494-5	LT Team Note
1179	84032-2	LT Team Outpatient Note
1179	84033-0	LT Team Telephone encounter Note
1180	75502-5	LT Vocational rehabilitation Note
1180	84309-4	LT Vocational rehabilitation Custodial care facility Note
1181	75609-8	LT Birth defects Outpatient Registry report
1181	85580-9	LT Birth defects Hospital Registry report
1182	75748-4	LT CT Guidance for fluid aspiration of Cervical spine Intervertebral disc
1182	89928-6	LT CT Guidance for fluid aspiration of Lumbar spine Intervertebral disc
1183	77311-9	LT CTA Abdominal aorta and Bilateral vessels for endograft
1183	77451-3	LT CTA Thoracic and Abdominal Aorta and Bilateral Vessels for endograft
1184	77409-1	LT Cardiology Discharge summary
1184	83523-1	LT Cardiology Intensive care unit Discharge summary
1185	77414-1	LT Cardiology Transfer summary note
1185	83526-4	LT Cardiology Intensive care unit Transfer summary note
1186	77466-1	LT CT Hindfoot - left and Midfoot - left W contrast IV
1186	77467-9	LT CT Hindfoot - right and Midfoot - right W contrast IV
1187	78039-5	LT Discharge teaching note
1187	78265-6	LT Emergency department Discharge teaching note
1188	78251-6	LT Hematology Consult note
1188	89031-9	LT Hematology Telehealth Consult note
1189	78314-2	LT Dermatology procedure note
1189	84081-9	LT Dermatology Outpatient procedure note
1190	78322-5	LT Surgery procedure note
1190	84015-7	LT Surgery Intensive care unit procedure note
1190	84021-5	LT Surgery Outpatient procedure note
1191	78466-0	LT Mental health Initial evaluation note
1191	84208-8	LT Mental health Outpatient Initial evaluation note
1192	78469-4	LT Neurology Initial evaluation note
1192	84233-6	LT Neurology Telehealth Initial evaluation note
1193	78470-2	LT Nutrition and dietetics Initial evaluation note
1193	84288-0	LT Nutrition and dietetics Outpatient Initial evaluation note
1194	78486-8	LT Mental health Risk assessment and screening note
1194	84209-6	LT Mental health Outpatient Risk assessment and screening note
1195	78490-0	LT Nephrology Transfer summary note
1195	84221-1	LT Nephrology Hospital Transfer summary note
1196	78491-8	LT Neurology Transfer summary note
1196	84228-6	LT Neurology Hospital Transfer summary note
1197	78604-6	LT Physical therapy Education note
1197	84320-1	LT Physical therapy Outpatient Education note
1198	78651-7	LT Pain medicine Initial evaluation note
1198	83649-4	LT Pain medicine Outpatient Initial evaluation note
1199	78657-4	LT Ophthalmology procedure note
1199	84408-4	LT Ophthalmology Outpatient procedure note
1200	78659-0	LT Urology procedure note
1200	84044-7	LT Urology Outpatient procedure note
1201	78729-1	LT Surgery Transfer summary note
1201	84016-5	LT Surgery Intensive care unit Transfer summary note
1202	79065-9	LT CT Abdomen and Pelvis 3D post processing WO contrast
1202	79098-0	LT CT Chest and Abdomen and Pelvis 3D post processing WO contrast
1203	79075-8	LT CT Pelvis by reconstruction W contrast IV
1203	79078-2	LT CT Cervical spine by reconstruction W contrast IV
1203	79080-8	LT CT Lumbar spine by reconstruction W contrast IV
1203	79082-4	LT CT Thoracic spine by reconstruction W contrast IV
1203	79083-2	LT CT Temporal bone by reconstruction W contrast IV
1204	79076-6	LT CT Pelvis by reconstruction WO contrast
1204	87913-0	LT CT Pelvis by reconstruction
1205	79079-0	LT CT Cervical spine by reconstruction WO contrast
1205	79081-6	LT CT Lumbar spine by reconstruction WO contrast
1205	87867-8	LT CT Lumbar spine by reconstruction
1206	79086-5	LT CT Chest for screening WO contrast
1206	87279-6	LT CT Chest for screening
1207	79090-7	LT CT densitometry Lumbar spine WO contrast
1207	79092-3	LT CT densitometry Thoracic spine WO contrast
1208	79091-5	LT CT Thoracic spine by reconstruction WO contrast
1208	87875-1	LT CT Thoracic spine by reconstruction
1209	79093-1	LT CT Unspecified body region 3D post processing
1209	79096-4	LT CT Chest 3D post processing WO contrast
1210	79349-7	LT XR Spine Lumbar and Sacrum GE 6 Views
1210	79352-1	LT XR Cervical spine GE 6 Views
1211	79429-7	LT Hospital Admission notification
1211	86532-9	LT Admission notification
1211	98141-5	LT Emergency department Admission notification
1212	79430-5	LT Hospital Discharge notification
1212	86531-1	LT Discharge notification
1212	98142-3	LT Emergency department Discharge notification
1213	80110-0	LT Emergency department Visit notification
1213	86530-3	LT Visit notification
1213	98145-6	LT Outpatient Visit notification
1214	80497-1	LT MR Guidance for needle localization of Breast - right
1214	80498-9	LT MR Guidance for needle localization of Breast - left
1215	80742-0	LT Mental health Plan of care note
1215	84203-9	LT Mental health Hospital Plan of care note
1215	84210-4	LT Mental health Outpatient Plan of care note
1216	80754-5	LT Multi-specialty program Plan of care note
1216	84070-2	LT Multi-specialty program Telehealth Plan of care note
1217	80777-6	LT Primary care Plan of care note
1217	84136-1	LT Primary care Patient's home Plan of care note
1218	80814-7	LT Geriatric medicine Initial evaluation note
1218	84118-9	LT Geriatric medicine Outpatient Initial evaluation note
1219	80842-8	LT US Guidance for additional aspiration of cyst of Breast - left
1219	80846-9	LT US Guidance for additional aspiration of cyst of Breast - right
1220	80843-6	LT US Guidance for vacuum biopsy of Breast - left
1220	80847-7	LT US Guidance for vacuum biopsy of Breast - right
1221	80844-4	LT US Guidance for fine needle biopsy of Breast - left
1221	80848-5	LT US Guidance for fine needle biopsy of Breast - right
1222	80851-9	LT US.doppler Cerebral artery middle Fetal for pregnancy
1222	80864-2	LT US.doppler for pregnancy
1222	80878-2	LT US.doppler Umbilical artery Fetal for pregnancy
1223	80853-5	LT US Guidance for injection of Elbow
1223	97394-1	LT US Guidance for injection of Elbow - left
1223	97395-8	LT US Guidance for injection of Elbow - right
1223	97396-6	LT US Guidance for injection of Elbow - bilateral
1224	80855-0	LT US Extremity musculoskeletal tissue
1224	80861-8	LT US Lower extremity soft tissue
1224	80881-6	LT US Upper extremity soft tissue
1225	80933-5	LT DXA Hip [Z-score] Bone density
1225	80937-6	LT DXA Hip - right [Z-score] Bone density
1225	80938-4	LT DXA Hip - left [Z-score] Bone density
1226	80934-3	LT DXA Femur [Z-score] Bone density
1226	80939-2	LT DXA Femur - right [Z-score] Bone density
1226	80940-0	LT DXA Femur - left [Z-score] Bone density
1227	80935-0	LT DXA Radius and Ulna - right [Z-score] Bone density
1227	80936-8	LT DXA Radius and Ulna - left [Z-score] Bone density
1228	80943-4	LT DXA Radius and Ulna - right [T-score] Bone density
1228	80944-2	LT DXA Radius and Ulna - left [T-score] Bone density
1229	80951-7	LT DXA Radius and Ulna - right [Mass/Area] Bone density
1229	80952-5	LT DXA Radius and Ulna - left [Mass/Area] Bone density
1230	81162-0	LT US Guidance for needle localization Breast - left and MG Views Breast specimen
1230	81163-8	LT US Guidance for needle localization Breast - right and MG Views Breast specimen
1231	81200-8	LT Interdisciplinary Plan of care note
1231	84172-6	LT Interdisciplinary Hospital Plan of care note
1232	81549-8	LT SPECT+CT Lymph node
1232	81550-6	LT SPECT+CT Parathyroid gland
1232	89842-9	LT SPECT+CT Whole body
1232	90312-0	LT SPECT+CT Skeletal system
1233	81551-4	LT PET+CT Bone from skull base to mid-thigh W 18F-NaF IV
1233	81552-2	LT PET+CT Whole body Bone W 18F-NaF IV
1234	81554-8	LT PET+CT Guidance for localization of tumor of Skull base to mid-thigh-- W 18F-FDG IV
1234	81555-5	LT PET+CT Guidance for localization of tumor of Whole body-- W 18F-FDG IV
1234	87905-6	LT PET+CT Guidance for localization of tumor of Head and Neck-- W 18F-FDG IV
1235	81566-2	LT NM Heart Gated and Blood pool and Ejection fraction and Wall motion W multiple states of exercise
1235	81567-0	LT NM Heart Gated and Blood pool and Ejection fraction and Wall motion W single state of exercise
1236	81568-8	LT PT perfusion Heart W multiple states of exercise
1236	81569-6	LT PT perfusion Heart W single state of exercise
1236	81579-5	LT PT perfusion Brain
1237	81584-5	LT NM Whole body Views W tagged WBC IV
1237	81585-2	LT NM Unspecified body region Views W tagged WBC IV
1237	81586-0	LT NM Whole body Views W Y-90 ibritumomab tiuxetan IV
1238	81603-3	LT NM Views for blood flow and kidney function W diuretic IV
1238	81608-2	LT NM Views for blood flow and kidney function W ACE inhibitor PO
1239	82676-8	LT CT Guidance for arthrocentesis of Knee - left
1239	82715-4	LT CT Guidance for arthrocentesis of Knee - right
1240	82800-4	LT PET+CT Heart W contrast IV
1240	82801-2	LT PET+CT Heart WO contrast
1241	82805-3	LT PET+CT Guidance for localization of tumor of Whole body-- W 18F-FDG IV and WO contrast
1241	82807-9	LT PET+CT Guidance for localization of tumor of Skull vertex to mid-thigh-- W 18F-FDG IV and WO contrast
1241	82808-7	LT PET+CT Guidance for localization of tumor of Skull base to mid-thigh-- W 18F-FDG IV and WO contrast
1242	82806-1	LT PET+CT Guidance for localization of tumor of Whole body-- W 18F-FDG IV and W contrast IV
1242	82809-5	LT PET+CT Guidance for localization of tumor of Skull base to mid-thigh-- W 18F-FDG IV and W contrast IV
1242	87915-5	LT PET+CT Guidance for localization of tumor of Skull vertex to mid-thigh-- W 18F-FDG IV and W contrast IV
1243	83021-6	LT XR Cervical spine 2 or 3 views and (Views W flexion and W extension)
1243	83022-4	LT XR Cervical spine 2 or 3 views and (Views W flexion and W extension) and Views oblique
1244	83036-4	LT XR Lower extremity GE 2 Views
1244	83049-7	LT XR Upper extremity GE 2 Views
1245	83289-9	LT CT for calcium scoring WO contrast and CTA W contrast IV Heart and coronary arteries
1245	89927-8	LT CT Heart and aortic root WO contrast for calcium scoring + CTA W contrast IV
1246	83290-7	LT CTA Pulmonary arteries - bilateral and Pelvis veins and Lower extremity veins - bilateral for pulmonary embolus and deep vein thrombosis W contrast IV
1246	87848-8	LT CTA Pulmonary arteries - bilateral and Lower extremity veins - bilateral for pulmonary embolus and deep vein thrombosis W contrast IV
1247	83299-8	LT CT Chest and Abdomen and Pelvis WO and W contrast IV and CTA Thoracic and abdominal aorta WO and W contrast IV
1247	87853-8	LT CT Abdomen and Pelvis and CT angiogram Abdominal aorta WO and W contrast IV
1247	88322-3	LT CT Chest W contrast IV and CT angiogram Pulmonary arteries for pulmonary embolus W contrast IV
1248	83517-3	LT Cardiology Attending Intensive care unit Note
1248	83518-1	LT Cardiology Attending Note
1248	83519-9	LT Cardiology Attending Outpatient Note
1249	83527-2	LT Cardiology Fellow Note
1249	83528-0	LT Cardiology Fellow Outpatient Note
1250	83531-4	LT Cardiology Nurse Note
1250	83532-2	LT Cardiology Nurse Outpatient Note
1251	83565-2	LT Allergy and Immunology Nurse Note
1251	83566-0	LT Allergy and Immunology Nurse Outpatient Note
1252	83568-6	LT Dermatology Nurse Note
1252	83569-4	LT Dermatology Nurse Outpatient Note
1253	83571-0	LT Diabetology Nurse Note
1253	83572-8	LT Diabetology Nurse Outpatient Note
1254	83574-4	LT Ophthalmology Nurse Outpatient Note
1254	83589-2	LT Ophthalmology Nurse Note
1255	83575-1	LT Gastroenterology Nurse Note
1255	83576-9	LT Gastroenterology Nurse Outpatient Note
1256	83579-3	LT Hematology+Medical oncology Nurse Note
1256	83580-1	LT Hematology+Medical oncology Nurse Outpatient Note
1257	83583-5	LT Nephrology Nurse Note
1257	83584-3	LT Nephrology Nurse Outpatient Note
1258	83585-0	LT Neurology Nurse Note
1258	83586-8	LT Neurology Nurse Outpatient Note
1259	83590-0	LT Otolaryngology Nurse Note
1259	83591-8	LT Otolaryngology Nurse Outpatient Note
1260	83595-9	LT Rheumatology Nurse Note
1260	83596-7	LT Rheumatology Nurse Outpatient Note
1261	83597-5	LT Urology Nurse Note
1261	83598-3	LT Urology Nurse Outpatient Note
1262	83603-1	LT Orthopaedic surgery Nurse Note
1262	83604-9	LT Orthopaedic surgery Nurse Outpatient Note
1263	83607-2	LT Podiatry Nurse Note
1263	83608-0	LT Podiatry Nurse Outpatient Note
1264	83610-6	LT Psychiatry Nurse Hospital Note
1264	83611-4	LT Psychiatry Nurse Note
1265	83612-2	LT Surgery Nurse Hospital Note
1265	83613-0	LT Surgery Nurse Note
1265	83615-5	LT Surgery Nurse Outpatient Note
1266	83616-3	LT Surgery Nurse Outpatient procedure note
1266	83617-1	LT Surgery Nurse procedure note
1267	83618-9	LT Vascular surgery Nurse Note
1267	83619-7	LT Vascular surgery Nurse Outpatient Note
1268	83622-1	LT Geriatric medicine Nurse Note
1268	83623-9	LT Geriatric medicine Nurse Outpatient Note
1269	83626-2	LT Infectious disease Nurse Note
1269	83627-0	LT Infectious disease Nurse Outpatient Note
1270	83638-7	LT Pulmonary Nurse Note
1270	83639-5	LT Pulmonary Nurse Outpatient Note
1271	83647-8	LT Pain medicine Nurse Note
1271	83648-6	LT Pain medicine Nurse Outpatient Note
1272	83670-0	LT Surgery Attending Admission evaluation note
1272	83671-8	LT Surgery Attending Intensive care unit Admission evaluation note
1273	83708-8	LT Physical medicine and rehab Admission evaluation note
1273	83718-7	LT Physical medicine and rehab Hospital Admission evaluation note
1274	83717-9	LT Physical medicine and rehab Initial evaluation note
1274	83724-5	LT Physical medicine and rehab Outpatient Initial evaluation note
1275	83793-0	LT Physician Long term care facility Note
1275	83803-7	LT Physician Custodial care facility Note
1276	83806-0	LT Physician assistant Note
1276	83807-8	LT Physician assistant Custodial care facility Note
1276	83808-6	LT Physician assistant Outpatient Note
1276	83811-0	LT Physician assistant Long term care facility Note
1276	83813-6	LT Physician assistant Patient's home Note
1276	83814-4	LT Physician assistant Hospital Note
1277	83816-9	LT Attending Intensive care unit Admission evaluation note
1277	83824-3	LT Attending Admission evaluation note
1278	83825-0	LT Fellow Note
1278	83827-6	LT Fellow Intensive care unit Note
1279	83860-7	LT Podiatry Outpatient Risk assessment and screening note
1279	83863-1	LT Podiatry Risk assessment and screening note
1280	83870-6	LT Primary care Admission evaluation note
1280	88692-9	LT Primary care Patient's home Admission evaluation note
1281	83871-4	LT Primary care Annual evaluation note
1281	84130-4	LT Primary care Patient's home Annual evaluation note
1282	83899-5	LT Psychology Custodial care facility Note
1282	83904-3	LT Psychology Long term care facility Note
1283	83922-5	LT Recreational therapy Custodial care facility Note
1283	83927-4	LT Recreational therapy Long term care facility Note
1284	83956-3	LT Social worker Discharge summary
1284	83961-3	LT Social worker Patient's home Discharge summary
1284	83968-8	LT Social worker Long term care facility Discharge summary
1285	83972-0	LT Social worker Long term care facility Respite note
1285	83978-7	LT Social worker Respite note
1286	83973-8	LT Social worker Long term care facility Risk assessment and screening note
1286	83979-5	LT Social worker Risk assessment and screening note
1287	83990-2	LT Spinal cord injury medicine Annual evaluation note
1287	84004-1	LT Spinal cord injury medicine Outpatient Annual evaluation note
1288	83999-3	LT Spinal cord injury medicine Hospital Note
1288	84001-7	LT Spinal cord injury medicine Note
1288	84005-8	LT Spinal cord injury medicine Outpatient Note
1288	84009-0	LT Spinal cord injury medicine Telehealth Note
1288	84010-8	LT Spinal cord injury medicine Telephone encounter Note
1289	84002-5	LT Spinal cord injury medicine Nurse Note
1289	84003-3	LT Spinal cord injury medicine Nurse Outpatient Note
1290	84013-2	LT Surgery Intensive care unit Discharge summary
1290	84017-3	LT Surgery Discharge summary
1290	84018-1	LT Surgery Outpatient Discharge summary
1291	84025-6	LT Team Custodial care facility Note
1291	84030-6	LT Team Long term care facility Note
1292	84051-2	LT Vascular surgery Outpatient Postoperative evaluation and management note
1292	84052-0	LT Vascular surgery Postoperative evaluation and management note
