PartNumber	PartTypeName	PartName
LP62477-2	COMPONENT	Zygomycete sp Ag
LP62478-0	COMPONENT	Rumenate
LP62479-8	COMPONENT	Lavandula angustifolia
LP62480-6	COMPONENT	Erythrocytes.Plasmodium sp infected
LP62481-4	COMPONENT	Views 2 && View PA
LP62482-2	COMPONENT	Views 3 + Swimmers
LP62483-0	COMPONENT	Beta-trace protein
LP62484-8	COMPONENT	Pro-hepcidin
LP62486-3	COMPONENT	Platelet glycoprotein Ib-Ix Ab
LP62487-1	COMPONENT	Platelet glycoprotein Ib-Ix
LP62488-9	COMPONENT	Platelet glycoprotein IIb-IIIa Ab
LP62489-7	COMPONENT	Platelet glycoprotein IIb-IIIa
LP62490-5	COMPONENT	Platelet glycoprotein Ib-Ix Ab.IgG
LP62491-3	COMPONENT	Platelet glycoprotein IIb-IIIa Ab.IgG
LP62516-7	COMPONENT	Influenza virus A+B RNA
LP62738-7	COMPONENT	Clinical Care Classification (CCC) v2.5 panel
LP62742-9	COMPONENT	Living with HIV (LIV-HIV) panel
LP62744-5	COMPONENT	HIV-Signs and Symptoms Checklist (SSC) panel
LP62745-2	COMPONENT	Quality Audit Marker (QAM) panel
LP62750-2	COMPONENT	3-Hydroxypalmitate
LP62751-0	COMPONENT	3-Hydroxymyristate
LP62758-5	COMPONENT	Fetal blood
LP62759-3	COMPONENT	Erythrocytes.fetal
LP62760-1	COMPONENT	Origin
LP62761-9	COMPONENT	KCNQ1OT1 gene
LP62766-8	COMPONENT	HFE gene.c.845G>A
LP62767-6	COMPONENT	HFE gene.c.187G>C
LP62768-4	COMPONENT	HFE gene.c.187C>G
LP62769-2	COMPONENT	Gastric emptying time
LP62797-3	COMPONENT	Coccidioides sp rRNA
LP62799-9	COMPONENT	von Willebrand panel
LP62800-5	COMPONENT	von Willebrand evaluation
LP62801-3	COMPONENT	Activated protein C resistance panel
LP62802-1	COMPONENT	BBS2 gene
LP62803-9	COMPONENT	CLCN1 gene
LP62804-7	COMPONENT	VPS13B gene
LP62805-4	COMPONENT	OPA1 gene
LP62806-2	COMPONENT	TGM1 gene
LP62810-4	COMPONENT	2-Hydroxyvalerate
LP62811-2	COMPONENT	Antibiotic tested
LP62813-8	COMPONENT	Insulin.free & Insulin.total panel
LP62814-6	COMPONENT	Apolipoprotein E1
LP62816-1	COMPONENT	Cholesterol.in LDL pattern A
LP62817-9	COMPONENT	Cholesterol.in LDL pattern BII
LP62818-7	COMPONENT	Cholesterol.in LDL pattern BI
LP62819-5	COMPONENT	Alpha-1-fetoprotein & Choriogonadotropin & Estriol.unconjugated
LP62820-3	COMPONENT	Glomerular filtration rate/1.73 sq M.predicted.non black
LP62821-1	COMPONENT	Glomerular filtration rate/1.73 sq M.predicted.black
LP62822-9	COMPONENT	Vanillylmandelate, Homovanillate & Creatinine panel
LP62851-8	COMPONENT	MART-1
LP62853-4	COMPONENT	Ganglioside GM2
LP62854-2	COMPONENT	Hepatitis B virus precore codon 28
LP62856-7	COMPONENT	YKL-40
LP62858-3	COMPONENT	IgA.intrathecally synthesized
LP62859-1	COMPONENT	IgG.intrathecally synthesized
LP62860-9	COMPONENT	IgM.intrathecally synthesized
LP62861-7	COMPONENT	Protein fractions.oligoclonal bands.IT
LP62862-5	COMPONENT	Albumin & Immunoglobulin Quotient
LP62863-3	COMPONENT	Prostate cancer risk
LP62865-8	COMPONENT	Neural tube defect risk
LP62866-6	COMPONENT	Neural tube defect
LP62867-4	COMPONENT	Clinical cytogeneticist
LP62868-2	COMPONENT	EBV-LMP Ag
LP62869-0	COMPONENT	Genetic diseases
LP62870-8	COMPONENT	P57 Ag
LP62871-6	COMPONENT	Pancytokeratin Ag
LP62872-4	COMPONENT	PAX5 Ag
LP62873-2	COMPONENT	Plasma cell Ag
LP62874-0	COMPONENT	Smooth muscle myosin heavy chain Ag
LP62875-7	COMPONENT	X & Y chromosome
LP62881-5	COMPONENT	Thyrotropin releasing hormone
LP62882-3	COMPONENT	Luteinizing releasing hormone
LP62883-1	COMPONENT	Spermatozoa.immature
LP62884-9	COMPONENT	Leukocytes+Platelets
LP62885-6	COMPONENT	Reticulocyte mean volume
LP62886-4	COMPONENT	Hemoglobin C crystals
LP62887-2	COMPONENT	Erythrocytes.fresh
LP62888-0	COMPONENT	CYBA gene
LP62889-8	COMPONENT	NCF1+NCF2+CYBB gene
LP62890-6	COMPONENT	NCF1 gene
LP62892-2	COMPONENT	CYBB gene
LP62894-8	COMPONENT	X linked heterotaxy
LP62914-4	COMPONENT	Guidance for injection of sentinel lymph node
LP62915-1	COMPONENT	3-Hydroxy fatty acids pattern
LP62916-9	COMPONENT	3-Hydroxypalmitate.free
LP62917-7	COMPONENT	3-Hydroxymyristate.free
LP62918-5	COMPONENT	3-Hydroxydodecanoate.free
LP62919-3	COMPONENT	3-Hydroxydecanoate.free
LP62920-1	COMPONENT	3-Hydroxyoctanoate.free
LP62921-9	COMPONENT	3-Hydroxyoctanoate
LP62922-7	COMPONENT	3-Hydroxyhexanoate.free
LP62923-5	COMPONENT	3-Hydroxy fatty acid panel
LP62924-3	COMPONENT	3-Hydroxydecanoate
LP62989-6	COMPONENT	Hepatitis C virus Ab Signal/Cutoff
LP63008-4	COMPONENT	Smooth muscle myosin heavy chain
LP63010-0	COMPONENT	Fibroblast growth factor
LP63031-6	COMPONENT	Mycoplasma penetrans
LP63033-2	COMPONENT	Lymphocyte proliferation.beryllium stimulation
LP63034-0	COMPONENT	Platelet glycoprotein Ia-IIa Ab.IgG
LP63038-1	COMPONENT	A,B variant NOS Ag
LP63039-9	COMPONENT	ACTH stimulation test
LP63040-7	COMPONENT	Amyloid A
LP63041-5	COMPONENT	Aspergillus sp Ag
LP63043-1	COMPONENT	Candida sp rRNA
LP63044-9	COMPONENT	Clostridium tetani toxoid Ab.IgG
LP63045-6	COMPONENT	Corynebacterium diphtheriae toxin Ab.IgG
LP63046-4	COMPONENT	Epstein Barr virus early Ab.IgA
LP63047-2	COMPONENT	Ganglioside GM2 Ab
LP63048-0	COMPONENT	Granulocytes units available
LP63049-8	COMPONENT	HIV 1 proviral DNA
LP63050-6	COMPONENT	HLA-A+B+C Ab
LP63051-4	COMPONENT	HLA Ab cells tested
LP63052-2	COMPONENT	HLA Ab positive cells
LP63054-8	COMPONENT	Herpes virus 8 Ab.IgM
LP63055-5	COMPONENT	LDL.oxidized Ab
LP63056-3	COMPONENT	Legionella pneumophila 7 Ab.IgG
LP63057-1	COMPONENT	Legionella pneumophila 7 Ab.IgM
LP63058-9	COMPONENT	Legionella pneumophila 8 Ab.IgM
LP63059-7	COMPONENT	Legionella pneumophila 8 Ab.IgG
LP63060-5	COMPONENT	Legionella pneumophila 9 Ab.IgG
LP63061-3	COMPONENT	Legionella pneumophila 9 Ab.IgM
LP63062-1	COMPONENT	Liver kidney microsomal Ab.IgG
LP63063-9	COMPONENT	Myeloperoxidase Ab.IgG
LP63064-7	COMPONENT	Proteinase 3 Ab.IgG
LP63065-4	COMPONENT	Pseudomonas sp DNA
LP63066-2	COMPONENT	Quinoline yellow
LP63067-0	COMPONENT	Salmonella paratyphi C Ab
LP63068-8	COMPONENT	Sporothrix schenckii Ag
LP63070-4	COMPONENT	Streptococcus agalactiae DNA
LP63071-2	COMPONENT	Vasoactive intestinal peptide Ag
LP63072-0	COMPONENT	Yersinia sp DNA
LP63073-8	COMPONENT	Ascorbate.PO
LP63074-6	COMPONENT	Cyanocobalamin.PO
LP63075-3	COMPONENT	Glucose.IV
LP63076-1	COMPONENT	Glucose.PO
LP63077-9	COMPONENT	Lactose.PO
LP63078-7	COMPONENT	Levodopa.PO
LP63079-5	COMPONENT	Xylose.PO
LP63083-7	COMPONENT	Borrelia burgdorferi Ab.IgG index
LP63084-5	COMPONENT	Cardiolipin Ab.IgA & IgG & IgM panel
LP63085-2	COMPONENT	Creatinine renal clearance.predicted
LP63086-0	COMPONENT	Cytomegalovirus Ab.IgG Index
LP63087-8	COMPONENT	Ehrlichia chaffeensis Ab.IgG & IgM panel
LP63141-3	COMPONENT	Necroinflammatory activity score
LP63142-1	COMPONENT	Necroinflammatory activity grade
LP63143-9	COMPONENT	Fibrosis stage
LP63144-7	COMPONENT	Fibrosis score
LP63145-4	COMPONENT	Hepatitis C virus FibroSURE panel
LP63158-7	COMPONENT	Alpha-1-Fetoprotein panel
LP63172-8	COMPONENT	Enterobius vermicularis
LP63174-4	COMPONENT	Platelet aggregation panel
LP63175-1	COMPONENT	Salmonella sp+Shigella sp+Escherichia coli enterotoxic
LP63176-9	COMPONENT	Leukogram panel
LP63177-7	COMPONENT	Erythrogram panel
LP63179-3	COMPONENT	Protein fractions 3 panel
LP63183-5	COMPONENT	Spermatozoa morphology panel
LP63184-3	COMPONENT	Bacterial methicillin resistance (mecA) gene
LP63185-0	COMPONENT	Bacterial vancomycin resistance vanA gene
LP63186-8	COMPONENT	Staphylococcus aureus Panton-Valentine leukocidin gene
LP63316-1	COMPONENT	Tubular basement membrane Ab.IgG
LP63317-9	COMPONENT	Tubular basement membrane
LP63318-7	COMPONENT	Tubular basement membrane Ab
LP63319-5	COMPONENT	Creatinine renal clearance/1.73 sq M.predicted
LP63428-4	COMPONENT	Respiratory allergen panel, US - North Atlantic states a
LP63429-2	COMPONENT	Respiratory allergen panel, US - Mid Atlantic states
LP63430-0	COMPONENT	Respiratory allergen panel, US - South Atlantic states a
LP63431-8	COMPONENT	Respiratory allergen panel, US - Subtropical Florida
LP63432-6	COMPONENT	Respiratory allergen panel, US - Greater Ohio valley a
LP63433-4	COMPONENT	Respiratory allergen panel, US - South central states
LP63434-2	COMPONENT	Respiratory allergen panel, US - Northern midwest states a
LP63435-9	COMPONENT	Respiratory allergen panel, US - Central midwest a
LP63436-7	COMPONENT	Respiratory allergen panel, US - Great plains states a
LP63437-5	COMPONENT	Respiratory allergen panel, US - Southwestern grassland states
LP63438-3	COMPONENT	Respiratory allergen panel, US - Rocky mountain states a
LP63439-1	COMPONENT	Respiratory allergen panel, US - Arid southwest
LP63440-9	COMPONENT	Respiratory allergen panel, US - Southern coastal California
LP63441-7	COMPONENT	Respiratory allergen panel, US - California central valley
LP63442-5	COMPONENT	Respiratory allergen panel, US - Intermountain west a
LP63443-3	COMPONENT	Respiratory allergen panel, US - Inland northwest a
LP63444-1	COMPONENT	Respiratory allergen panel, US - Cascade Pacific northwest a
LP63445-8	COMPONENT	Respiratory allergen panel, US - Alaska a
LP63448-2	COMPONENT	Bartonella bacilliformis
LP63449-0	COMPONENT	Bartonella bacilliformis Ab
LP63450-8	COMPONENT	Bartonella vinsonii berkhoffii
LP63451-6	COMPONENT	Bartonella vinsonii berkhoffii Ab
LP63452-4	COMPONENT	Rickettsia africae
LP63453-2	COMPONENT	Rickettsia africae Ab
LP63454-0	COMPONENT	Rickettsia parkeri
LP63455-7	COMPONENT	Rickettsia parkeri Ab
LP63456-5	COMPONENT	Ehrlichia ewingii
LP63457-3	COMPONENT	Neorickettsia sp
LP63458-1	COMPONENT	Respiratory allergen panel, US - North Atlantic states b
LP63459-9	COMPONENT	Respiratory allergen panel, US - South Atlantic states b
LP63460-7	COMPONENT	Respiratory allergen panel, US - NC, PA, SC, VA, WV
LP63461-5	COMPONENT	Respiratory allergen panel, US - Central Florida
LP63462-3	COMPONENT	Respiratory allergen panel, US - Southern Florida
LP63463-1	COMPONENT	Respiratory allergen panel, US - Southeast coast
LP63464-9	COMPONENT	Respiratory allergen panel, US - West south central states
LP63465-6	COMPONENT	Respiratory allergen panel, US - Greater Ohio valley b
LP63466-4	COMPONENT	Respiratory allergen panel, US - Northern midwest states b
LP63467-2	COMPONENT	Respiratory allergen panel, US - Central midwest b
LP63468-0	COMPONENT	Respiratory allergen panel, US - Great plains states b
LP63469-8	COMPONENT	Respiratory allergen panel, US - Rocky mountain states b
LP63470-6	COMPONENT	Respiratory allergen panel, US - Inland northwest b
LP63471-4	COMPONENT	Respiratory allergen panel, US - Cascade Pacific northwest b
LP63472-2	COMPONENT	Respiratory allergen panel, US - Intermountain west b
LP63473-0	COMPONENT	Respiratory allergen panel, US - AZ, Southeastern CA, Western NM
LP63474-8	COMPONENT	Respiratory allergen panel, US - Alaska b
LP63475-5	COMPONENT	Respiratory allergen panel, US - Hawaii
LP63476-3	COMPONENT	Spermatozoa Ab.IgA & IgG & IgM panel
LP63477-1	COMPONENT	Hepatitis B virus surface Ab.IgG
LP63478-9	COMPONENT	Taenia solium Ag
LP63479-7	COMPONENT	Salmonella sp+Shigella sp+Escherichia coli enterotoxic identified
LP63480-5	COMPONENT	PKHD1 gene
LP63481-3	COMPONENT	DCX gene
LP63482-1	COMPONENT	EYA1 gene
LP63483-9	COMPONENT	MDCR gene
LP63484-7	COMPONENT	GPR143 gene
LP63485-4	COMPONENT	POLG gene
LP63486-2	COMPONENT	SGCG gene
LP63487-0	COMPONENT	CDKL5 gene
LP63488-8	COMPONENT	TSC1 gene
LP63489-6	COMPONENT	TSC2 gene
LP63490-4	COMPONENT	FGFR2 gene+FGFR3 gene
LP63587-7	COMPONENT	Pyridinoline.free
LP63592-7	COMPONENT	EBV-LMP
LP63593-5	COMPONENT	PAH gene
LP63594-3	COMPONENT	SCA15 gene.CAG repeats
LP63595-0	COMPONENT	Pancreastatin
LP63596-8	COMPONENT	Streptococcus sp exoenzyme Ab
LP63601-6	COMPONENT	Respiratory allergen panel, US - North Atlantic states c
LP63602-4	COMPONENT	Respiratory allergen panel, US - Intermountain west c
LP63603-2	COMPONENT	Respiratory allergen panel, US - Puerto Rico
LP63604-0	COMPONENT	Respiratory allergen panel, US - Coastal California
LP63605-7	COMPONENT	Respiratory allergen panel, US - Greater Ohio valley c
LP63606-5	COMPONENT	Respiratory allergen panel, US - Northern midwest states c
LP63608-1	COMPONENT	Differential cell count method
LP63609-9	COMPONENT	Cells.CD25+CD127Low
LP63610-7	COMPONENT	LDL 6
LP63613-1	COMPONENT	Microdeletion syndromes
LP63614-9	COMPONENT	Cortisone.free
LP63615-6	COMPONENT	Trisomy 21 risk based on maternal age + Pregnancy associated plasma protein A + Choriogonadotropin + Nuchal translucency
LP63617-2	COMPONENT	Menstrual History
LP63620-6	COMPONENT	Subtelomere analysis
LP63622-2	COMPONENT	diazePAM & Nordiazepam panel
LP63623-0	COMPONENT	PT & aPTT & Fibrinogen panel
LP63624-8	COMPONENT	Drugs of abuse panel
LP63625-5	COMPONENT	Protein feed time
LP63627-1	COMPONENT	Gestational age in W
LP63628-9	COMPONENT	Gestational age in D
LP63630-5	COMPONENT	Ribonucleoprotein extractable nuclear 52kD
LP63631-3	COMPONENT	Ribonucleoprotein extractable nuclear 52kD Ab
LP63634-7	COMPONENT	Trisomy 21+Trisomy 18 risk
LP63635-4	COMPONENT	Hepatic iron index
LP63637-0	COMPONENT	Fondaparinux
LP63638-8	COMPONENT	Lipid risk factors
LP63639-6	COMPONENT	Gamma 2 globulin
LP63645-3	COMPONENT	Bartonella bacilliformis Ab.IgG
LP63646-1	COMPONENT	Bartonella bacilliformis Ab.IgM
LP63647-9	COMPONENT	Bartonella elizabethae Ab.IgG
LP63648-7	COMPONENT	Bartonella elizabethae Ab.IgM
LP63649-5	COMPONENT	Bartonella vinsonii berkhoffii Ab.IgG
LP63650-3	COMPONENT	Bartonella vinsonii berkhoffii Ab.IgM
LP63651-1	COMPONENT	Orientia tsutsugamushi Gilliam Ab.IgG
LP63652-9	COMPONENT	Orientia tsutsugamushi Gilliam Ab.IgM
LP63653-7	COMPONENT	Orientia tsutsugamushi Karp Ab.IgG
LP63654-5	COMPONENT	Orientia tsutsugamushi Karp Ab.IgM
LP63655-2	COMPONENT	Orientia tsutsugamushi Kato Ab.IgG
LP63656-0	COMPONENT	Orientia tsutsugamushi Kato Ab.IgM
LP63657-8	COMPONENT	Rickettsia africae Ab.IgG
LP63658-6	COMPONENT	Rickettsia africae Ab.IgM
LP63659-4	COMPONENT	Rickettsia akari Ab.IgG
LP63660-2	COMPONENT	Rickettsia akari Ab.IgM
LP63661-0	COMPONENT	Rickettsia parkeri Ab.IgG
LP63662-8	COMPONENT	Rickettsia parkeri Ab.IgM
LP63663-6	COMPONENT	Rickettsia sp DNA
LP63664-4	COMPONENT	Ehrlichia ewingii DNA
LP63665-1	COMPONENT	Ehrlichia sp DNA
LP63666-9	COMPONENT	Orientia tsutsugamushi DNA
LP63667-7	COMPONENT	Rickettsia rickettsii DNA
LP63668-5	COMPONENT	Rickettsia spotted fever group DNA
LP63669-3	COMPONENT	Rickettsia typhus group DNA
LP63670-1	COMPONENT	Ehrlichia sp identified
LP63671-9	COMPONENT	Influenza virus A+B identified
LP63672-7	COMPONENT	LDL 7
LP63673-5	COMPONENT	Respiratory syncytial virus Ab.IgG & IgM panel
LP63724-6	COMPONENT	Saint Louis encephalitis virus Ab.IgG & IgM
LP63725-3	COMPONENT	Eastern equine encephalitis virus Ab.IgG & IgM
LP63726-1	COMPONENT	Western equine encephalitis virus Ab.IgG & IgM
LP63727-9	COMPONENT	California encephalitis virus Ab.IgG & IgM
LP63729-5	COMPONENT	Genechip
LP63734-5	COMPONENT	Bacterial vaginosis
LP64090-1	COMPONENT	IgG index
LP64093-5	COMPONENT	Inositol
LP64094-3	COMPONENT	Fibrosure
LP64099-2	COMPONENT	Maternal screen clinical predictors panel
LP64175-0	COMPONENT	Trisomy 21 risk based on maternal age
LP64182-6	COMPONENT	Arbovirus Ab.IgG & IgM panel
LP64183-4	COMPONENT	Borna disease virus Ab
LP64184-2	COMPONENT	ZAP70 Ag
LP64185-9	COMPONENT	Thiamine.free
LP64186-7	COMPONENT	Trichosporon sp DNA
LP64187-5	COMPONENT	Norovirus Ag
LP64188-3	COMPONENT	Norovirus
LP64189-1	COMPONENT	Borna disease virus
LP64191-7	COMPONENT	Trichosporon sp
LP64192-5	COMPONENT	Monosaccharides.sulfated
LP64194-1	COMPONENT	Immunodeficiency follow-up panel
LP64195-8	COMPONENT	Erythrocyte inclusion bodies
LP64198-2	COMPONENT	Creatine kinase.MiMi
LP64200-6	COMPONENT	Fractional excretion of sodium
LP64204-8	COMPONENT	Helicobacter pylori DNA
LP64205-5	COMPONENT	Flavivirus rRna
LP64206-3	COMPONENT	Coxiella burnetii identified
LP64207-1	COMPONENT	Orientia tsutsugamushi identified
LP64208-9	COMPONENT	Rickettsia typhus group identified
LP64215-4	COMPONENT	HIV genotype
LP64252-7	COMPONENT	Food allergen panel
LP64417-6	COMPONENT	Alzheimer precursor protein
LP64418-4	COMPONENT	Beta catenin
LP64419-2	COMPONENT	Alpha synuclein Ag
LP64420-0	COMPONENT	Androgen receptor Ag
LP64421-8	COMPONENT	Annexin 1 Ag
LP64422-6	COMPONENT	C4d Ag
LP64423-4	COMPONENT	Calponin Ag
LP64424-2	COMPONENT	CD1 Ag
LP64425-9	COMPONENT	CD13 Ag
LP64426-7	COMPONENT	CD14 Ag
LP64427-5	COMPONENT	CD2 Ag
LP64428-3	COMPONENT	CD22 Ag
LP64429-1	COMPONENT	CD27 Ag
LP64430-9	COMPONENT	CD33 Ag
LP64431-7	COMPONENT	CD35 Ag
LP64432-5	COMPONENT	Mammaglobin Ag
LP64433-3	COMPONENT	Cyclooxygenase 2 Ag
LP64434-1	COMPONENT	Cyclooxygenase 2
LP64435-8	COMPONENT	CXCL13
LP64436-6	COMPONENT	CXCR5
LP64437-4	COMPONENT	FOXP3
LP64438-2	COMPONENT	Herpes virus 8 latent nuclear Ag
LP64439-0	COMPONENT	TCL-1A
LP64440-8	COMPONENT	CD123 Ag
LP64441-6	COMPONENT	CD163 Ag
LP64442-4	COMPONENT	CD41-bf Ag
LP64443-2	COMPONENT	Nateglinide
LP64444-0	COMPONENT	MYOC gene
LP64447-3	COMPONENT	BCR-ABL1 b2a2 fusion protein
LP64448-1	COMPONENT	BCR-ABL1 b3a2 fusion protein
LP64449-9	COMPONENT	Leukemia markers
LP64450-7	COMPONENT	BCR-ABL1 e1a1 fusion protein
LP64452-3	COMPONENT	CMT demyelinating gene
LP64453-1	COMPONENT	Calcium oxalate dihydrate
LP64454-9	COMPONENT	Erythrocyte clumps
LP64556-1	COMPONENT	HLA-B W locus
LP64557-9	COMPONENT	Influenza virus A H16 Ab
LP64558-7	COMPONENT	Influenza virus A H16
LP64575-1	COMPONENT	Calcidiol+Calciferol
LP64576-9	COMPONENT	Acid citrate dextrose
LP64577-7	COMPONENT	Fasting status
LP64578-5	COMPONENT	Date and time of pheresis procedure
LP64579-3	COMPONENT	Newborn screening recommended follow-up
LP64580-1	COMPONENT	Specimen age
LP64583-5	COMPONENT	Leukocytes.CD59 deficient
LP64584-3	COMPONENT	Beta F1 Ag
LP64585-0	COMPONENT	p16INK4a Ag
LP64586-8	COMPONENT	PDGFR-beta Ag
LP64587-6	COMPONENT	TAU 3 Ag
LP64588-4	COMPONENT	TAU 4 Ag
LP64591-8	COMPONENT	Holoprosencephaly gene
LP64592-6	COMPONENT	Binocular distance
LP64593-4	COMPONENT	Births.live
LP64594-2	COMPONENT	Births.preterm
LP64595-9	COMPONENT	Births.still living
LP64596-7	COMPONENT	Births.term
LP64597-5	COMPONENT	Births.total
LP64598-3	COMPONENT	Body height
LP64600-7	COMPONENT	Descriptor.pathology
LP64601-5	COMPONENT	Diameter.biparietal
LP64602-3	COMPONENT	Diameter.biparietal outer to inner
LP64603-1	COMPONENT	Diameter.biparietal.mean
LP64604-9	COMPONENT	Diameter.biparietal/Diameter.occipital
LP64605-6	COMPONENT	Diameter.BPD.area-corrected
LP64606-4	COMPONENT	Evaluation and management note
LP64607-2	COMPONENT	Gestational age method
LP64608-0	COMPONENT	History general
LP64609-8	COMPONENT	History of pregnancies
LP64610-6	COMPONENT	History of present illness
LP64614-8	COMPONENT	Lab tests.total
LP64615-5	COMPONENT	Maternal risk factors
LP64616-3	COMPONENT	Parity
LP64617-1	COMPONENT	Path report.comments
LP64618-9	COMPONENT	Path report.final diagnosis
LP64619-7	COMPONENT	Path report.gross observation
LP64620-5	COMPONENT	Path report.microscopic observation
LP64621-3	COMPONENT	Path report.relevant Hx
LP64622-1	COMPONENT	Path report.staging evidence
LP64623-9	COMPONENT	Path report.supplemental reports
LP64624-7	COMPONENT	Pathologic findings
LP64626-2	COMPONENT	Pathology report.total
LP64627-0	COMPONENT	Physical exam.total
LP64628-8	COMPONENT	Study observation.general 1st trimester
LP64629-6	COMPONENT	Study observation.general 2nd trimester
LP64630-4	COMPONENT	Study observation.general 3rd trimester
LP64631-2	COMPONENT	Study observation.general transvaginal 1st trimester
LP64632-0	COMPONENT	Surgery Rx
LP64633-8	COMPONENT	Thickness
LP64634-6	COMPONENT	Diameter.biparietal outer to outer
LP64636-1	COMPONENT	Multisection perfusion+wall motion
LP64637-9	COMPONENT	Views GE 6
LP64668-4	COMPONENT	Phosphatidylinositol+Phosphatidylserine
LP64670-0	COMPONENT	Calcidiol & Calciferol panel
LP64671-8	COMPONENT	Natalizumab
LP64672-6	COMPONENT	Natalizumab Ab
LP64673-4	COMPONENT	Satratoxin
LP64674-2	COMPONENT	Satratoxin Ab
LP64675-9	COMPONENT	Trichothecene Ab
LP64676-7	COMPONENT	Trichothecene
LP64677-5	COMPONENT	Calcidiol & Calciferol
LP64678-3	COMPONENT	Satratoxin Ab.IgM
LP64679-1	COMPONENT	Trichothecene Ab.IgA
LP64680-9	COMPONENT	Trichothecene Ab.IgG
LP64681-7	COMPONENT	Trichothecene Ab.IgM
LP64682-5	COMPONENT	Granulocytes.CD55
LP64684-1	COMPONENT	Alpha-1-fetoprotein & Choriogonadotropin & Estriol
LP64705-4	COMPONENT	Dimethylphosphatidyl ethanolamine
LP64707-0	COMPONENT	Bacterial carbapenem resistance blaKPC gene
LP64708-8	COMPONENT	Borrelia sp DNA
LP64709-6	COMPONENT	Campylobacter sp DNA
LP64712-0	COMPONENT	Salmonella sp DNA
LP64713-8	COMPONENT	Vibrio sp DNA
LP64714-6	COMPONENT	Streptococcus pyogenes DNA
LP64715-3	COMPONENT	Atazanavir+Ritonavir
LP64716-1	COMPONENT	Indinavir+Ritonavir
LP64717-9	COMPONENT	lamiVUDine or Emtricitabine
LP64718-7	COMPONENT	Saquinavir+Ritonavir
LP64719-5	COMPONENT	Tipranavir+Ritonavir
LP64720-3	COMPONENT	Remnant lipoprotein
LP64721-1	COMPONENT	Amprenavir or Fosamprenavir
LP64722-9	COMPONENT	Cholesterol.in VLDL 1+2
LP64723-7	COMPONENT	Granulocytes.CD59
LP64724-5	COMPONENT	Darunavir
LP64726-0	COMPONENT	Darunavir+Ritonavir
LP64729-4	COMPONENT	FXN gene allele 1.GAA repeats
LP64730-2	COMPONENT	FXN gene allele 2.GAA repeats
LP64731-0	COMPONENT	HTT gene allele 1.CAG repeats
LP64732-8	COMPONENT	HTT gene allele 2.CAG repeats
LP64733-6	COMPONENT	SCA10 gene allele 1.ATTCT repeats
LP64734-4	COMPONENT	SCA10 gene allele 2.ATTCT repeats
LP64735-1	COMPONENT	CACNA1A gene allele 1.CAG repeats
LP64736-9	COMPONENT	CACNA1A gene allele 2.CAG repeats
LP64737-7	COMPONENT	SCA7 gene allele 1.CAG repeats
LP64738-5	COMPONENT	SCA7 gene allele 2.CAG repeats
LP64739-3	COMPONENT	TPMT gene.c.719A>G
LP64740-1	COMPONENT	TPMT gene.c.238G>C
LP64742-7	COMPONENT	TPMT gene.c.460G>A
LP64743-5	COMPONENT	HIV protease gene mutations
LP64744-3	COMPONENT	HIV nonnucleoside reverse transcriptase susceptibility panel
LP64745-0	COMPONENT	HIV nucleoside reverse transcriptase susceptibility panel
LP64746-8	COMPONENT	HIV reverse transcriptase susceptibility panel
LP64747-6	COMPONENT	Uranium.depleted panel
LP64749-2	COMPONENT	Neisseria meningitidis DNA
LP64750-0	COMPONENT	Streptococcus pneumoniae DNA
LP64751-8	COMPONENT	Lymphocyte proliferation.10 umol beryllium stimulation
LP64752-6	COMPONENT	Lymphocyte proliferation.1 umol beryllium stimulation
LP64756-7	COMPONENT	CPT2 gene.p.Arg503Cys
LP64757-5	COMPONENT	CPT2 gene.p.R549DC
LP64758-3	COMPONENT	CPT2 gene.p.Arg631Cys
LP64761-7	COMPONENT	SH3TC2 gene
LP64762-5	COMPONENT	KCNQ2 gene
LP64765-8	COMPONENT	Haemophilus influenzae type
LP64766-6	COMPONENT	Neisseria meningitidis type
LP64769-0	COMPONENT	Galactose.PO
LP64854-0	COMPONENT	16-Alpha hydroxyestrone
LP64855-7	COMPONENT	2-Hydroxyestrone
LP64856-5	COMPONENT	2-Hydroxyestrone & 16-Alpha hydroxyestrone panel
LP64857-3	COMPONENT	Norcodeine
LP64858-1	COMPONENT	Normorphine
LP64861-5	COMPONENT	Cells.CD19+IgD+
LP64862-3	COMPONENT	Cells.CD19+IgG+
LP64863-1	COMPONENT	Cells.CD19+IgM+
LP64864-9	COMPONENT	Cells.CD19+IgA+
LP64866-4	COMPONENT	Hydroxylysine.free
LP64868-0	COMPONENT	SMN2 gene
LP64869-8	COMPONENT	G6PC gene
LP64871-4	COMPONENT	Paecilomyces variottii
LP64894-6	COMPONENT	Alzheimer precursor protein Ag
LP64895-3	COMPONENT	Beta catenin Ag
LP64896-1	COMPONENT	Coagulation factor VII+Acarboxy Ag activity
LP64897-9	COMPONENT	CXCL13 Ag
LP64898-7	COMPONENT	CXCR5 Ag
LP64902-7	COMPONENT	Hepatitis G virus Ab
LP64903-5	COMPONENT	Filaria Ab.IgG2
LP64904-3	COMPONENT	Filaria Ab.IgG3
LP64905-0	COMPONENT	FOXP3 Ag
LP64906-8	COMPONENT	IgG subclass 4 Ag
LP64907-6	COMPONENT	Influenza virus A H1 RNA
LP64908-4	COMPONENT	Influenza virus A H3 RNA
LP64909-2	COMPONENT	Influenza virus A H9 RNA
